Q86BS6-3	Q08641
P38888	O60476	Q7JUF8
O43252	Q02196
Q22836	P39736	Q6I9S2	P28004
Q9Y5L4	P53299
Q8TC07	Q9VKV6
Q29QP1	Q9UIK4	Q8BSK8	P15442
Q4VNC1	Q8SXV3	P39986
P39968	Q9CQ73	Q19969	P52295	O60684
Q9UGI9	P12904
Q8N531	Q961T2
Q8WVP5	Q9D8Y7
Q8MZI0	Q9UPR3	Q9BL68
Q62448	Q9VCH1
Q12531	Q24107	B5U8M3
P63220	P49197	Q3E754
P00360	P17329
Q9Y5V0	Q9VUU7	G5EDA6
Q8T069	P42858	P42859
Q12672	P34334	P46778	Q9V9M7
Q24087	Q92889	P06777
P38692	Q17941	Q8INB9
Q06116	Q08E86	Q8MLX1
A5YKK6	Q6ZQ08	P25655
O88895	P53973
Q9XUK7	P19091	P51449
Q86X10	Q9W2X2
P23812	Q22459	Q9VL21	Q68G74
Q86YB7	A1Z934	Q20184
Q9I7S2	Q04179
O75469	P43136	H2L098	Q9W539
Q8N4V2	Q8SYM5	P38142
P27636	Q9QZL0	P20792	P11346	Q5TCX8
D3KFW7	Q8SZA4	Q62406	P31751
Q9VQK1	Q15834	H2KYP0
P22314	O46111	P91430	P38820
A0A0C4DGF2	Q9TYJ0
Q96AE4	Q61990	Q7KA80
P22979	P34328
Q24564	Q15678	P26043
O08586	Q9V3L4	G5EE01
Q61474	Q24474	Q13151	P25555	Q9N368
O35625	O15492	Q9VWP8	P49808
P38696	P53501	P68032
Q96LT7	Q95QK5
Q91V79	Q9VRJ2
P53804	O61650	Q02335
Q8WV83	Q03730
Q08822	Q16134	Q7JWF1
Q62073	P11801	P38691	Q20933	O46308
Q92830	Q4V5A7
P50432	Q9W457	P34896	P37291
O88952	Q15700	Q8SX30
Q12972	Q9V7W9
Q9V3D9	Q6IAX9	P20424
O44608	Q16836	Q9VXI1
Q09345	A0A0B4LFE6	P39081
P07384	O08529	Q22143	Q9VT65	Q03792
Q9U3T4	Q9H611	P38766
Q9VF70	Q9BUL8	Q17958
P48281	O45521	P37231	P13054
Q6ZS10	Q9XUL7
P09024	Q9W064	P17486
Q95QD7	Q6MZP7	Q9VMQ3
Q9VDZ4	P38205
O62609	O43541	G5EEP2
O45241	Q9VP65	Q9UI30	P53738
P54359	Q99719	P32468
Q7JUY8	Q92966	Q22092
Q9VB55	Q8N8K9	Q8BUN3
P00546	P47811	P34314	P49762	Q96SB4
Q5VZK9	Q21301
Q9VHB8	P16387	P29803	Q8I111
Q9GZU3	A1Z9L5	O01870
Q15078	Q22695
P54199	Q86Z02
Q9VD68	Q9NPH0	Q22630
Q9Y371	Q8WT52
Q9GQN4	Q9GRY9
Q9W2E4	Q9H3S5	P47088
Q9N5X6	Q64321	Q9W3J4	A8K251
P40078	O76994	O95478	G5EFH0
Q6ZPD8	Q7JYK2	Q08650
X5M5N0	P00522	P00519
Q03081	O88939	Q8INE2	Q86U76
P97318	P98081	A5JYR4
O44501	Q00618	P49354
Q8TDN7	P38298
P33317	G5EET2	P33316	Q9V3I1
Q9Y6Y9	Q9JHF9
P07834	Q9VDE3	Q93794	Q9Y297
Q9CZV8	Q9VFN3	P24814
Q60875	Q12802	Q11100	Q9W0R9	P51862
B6VQA1	Q15672
P04798	Q9V773	Q9N574
Q20369	Q5JVY0	Q62158
P00797	O76921	Q12303	Q86NE0
Q9TVM2	P30822	O14980	Q8MPS6
Q12483	Q96H20	Q9VD72
Q9Y4G2	Q9VTT9	Q7TSI1	O01738
P35176	P52010	Q9V3G3
Q8TEU8	Q23456
O01864	Q9UPN6	Q95TR3
O75616	Q9VG07
Q8C0J2	Q9BQ67	P90917
P42837	G5ECL2	Q7K161	O15056
O14795	Q7JZN2
P49207	Q9VHE5	P87262
Q9VKZ1	P21592
Q8R4K2	P40494	Q06187
Q8NE71	P53978
Q9Y2D4	Q9VDE6
P43616	Q96KP4	Q8MT58
Q12511	P49594	Q8IMK7
P13099	O95985	H1UBJ9
Q09442	Q6PFR5	P48809	P38159
P56597	P08879	Q01768	Q93576
Q9W3N8	Q17850	Q63932	Q8IVH8
P52943	Q5U0W6	O44949
P32742	P35969	Q9W002	P17948
Q9QWV9	P47821	P25008	P51946
P32588	O45712	O76876	Q8WXF1
Q05021	Q15545	Q9VHY5
P15646	Q22053	P22087	Q9VG21
P38828	Q3MHD2	Q9VYR0
Q9BZK7	Q9VE73	Q12024
Q8TA86	P97762
Q20745	A1Z6Q1	Q9UH99	Q8BJS4
Q9VRC1	Q8NDD3	Q9N5S8
Q19818	Q9NQ86	Q9W378
O14787	Q8MSM3	P70168	Q06142	O62332
Q9VF80	Q9U1N6
P0C869	P47713	Q03674
O62482	P39743	Q9VIF7
P39748	Q9N3T2	Q4U2Q2	P07276
P46990	Q9BL19	P18621	Q9W3W8
P47011	Q9W2J6	O15488	H2KYQ5
P38117	P42940	Q0KHZ6	Q9TXI4
Q9VT57	Q60737	Q07002
P40486	Q6PI26	Q9VI74
P91353	Q96A35	Q9VMY1
Q9NX74	Q9VPM1	P53720
G5EF03	Q13310	Q8IMS8
O89110	P42573	Q8IRY7
Q15853	Q64092	H2KZZ1
Q8IW45	Q9VVW8	P36059
P32611	Q5T653	Q9V3G1	Q9XVF7
O75094	Q9VU13
Q6NW29	Q9VJ60
Q22227	P51141	P51140
P51172	Q86LG1	P91835
G5EEH9	Q02199
P34756	P34657	Q9W2R3
Q9JKN5	O45489	Q0IGT4
P43603	Q24218	Q45FX5	Q99M51	P46109
Q8IZ81	Q9VI65
Q9XYU1	P33992	P29469
Q9R0X0	Q9H944	P91641
P25356	Q9W4E2
G5EDS1	P23760	P06601
P97465	O60496	Q9W3R6
Q9W3C7	P50897	O88531
Q8NDC4	Q9VN91
P16912	P32485	Q9U9Y8	O88643	P49760
Q6IQ26	Q9VXY2
Q8CHK4	P34218	Q960X4
D3DR37	Q8BT07
P13002	Q9NZI6	Q3UNW5
P48608	P41832
P40468	Q5DX48	O94915	Q9VT28
P19658	Q9VSJ8	Q9UPT5	P91149
Q8IY44	Q8INU6	P40054
Q925T6	Q9VX75	C1P635	Q96QZ7
Q9UK73	Q9N432	O61307
A2AIX1	O15027	P34643
P15104	P34497
Q7Z2K6	Q8MT48
Q4V5H1	P52012	P53691
O75175	G5EFX8	Q7K126	P06102
Q7JXB5	O02286	P35558	Q9Z2V4
G5EG49	P29083	O96880	P36100
Q8NCL4	Q6WV16	Q95ZJ1
Q9VL96	P53261	O00541	Q95Y89
Q91VY9	Q06709	Q18037	Q969S3	Q9VX08
Q9P2J5	Q9VQR8	Q09996	P26637
Q9N5S3	Q9VJN5
Q9NJH0	P54412	P29547
Q5TGZ0	Q9W1B2	Q9N4K0
P39904	Q9VMQ8	Q8N1B4	G5EFV8
G5ECW9	Q8TEH3	A1Z7Q5
Q70CQ1	Q9W4C3	P39538
Q21443	P08928
Q96DW6	Q9VBN7	P10566
Q9VZ45	Q9QZZ4	O94832	P12844
Q9VF87	Q96F07	Q7TMB8
Q9UJX0	Q19910
Q9Y5Y6	Q9VRS7
A6NEK1	Q9I7L0	O17982
P62737	Q20329	Q9NZ32	P60010	P10987
Q9V3I9	Q10923	Q9NZN8	P06100
Q80UK0	C4ALD5	Q86VW0	Q9NHV9
Q9Y303	P34480
P18074	Q9W484	P06839
Q9Y534	Q9VVA0
Q9NZJ7	H2KYJ5
G5ECK7	Q9Y6G9	Q8IR93
Q80TV8	Q9Y4F4	Q9NBD7	P32744
Q9NVR2	Q9VZM7
Q9VR64	Q96AJ1	Q6I6D4
Q15526	P53266
Q00325	Q9VQ37	P23641	P40614
Q9W4P5	Q8N8Y2	Q95YD5	P32366
Q684P5	X2JDH0	H2L055
Q9W2N6	P32831
Q86P58	Q94398
A1Z9X0	G4SLH0	Q02956	Q9NYY3
P53868	Q9H6U8	Q9VZM5
O43805	Q9JJ94
A1ZAA5	Q17994
Q9Y566	Q9VRT8	Q93654
P05090	Q8SXR1
Q8CGI9	P38764	Q9GZH5	Q9VW54	Q13200
Q19804	Q92802	Q9XZ11
O95295	Q9Z266	Q9VQF9
Q96S15	Q08281
Q9D1Q6	G5ED07	P32474
Q6P1J9	Q9VHI1	Q9N5U5	Q06697
P51114	P35922	Q9NFU0
Q8NHQ8	Q9VBP2
Q9UPG8	O77260
Q9XXH8	P35197	Q68FF6	Q95RG8	Q9ULH1
Q9V668	P60059	P35179
O61790	P11172	P03962
P55039	P53295	O44411
Q86UT5	Q9JHL1	G5EC64
P14680	P54936	Q6PDN3	Q9Y145
O43365	Q93246	P09083	Q61412
Q99442	Q9VL50	P21825
Q14CX7	Q9VDQ7
Q9VLK1	O00566	Q9XW58	P47083
Q9Y284	Q9VRJ8
Q9VWK5	Q9H4L4	Q02724
Q86PC9	Q09306
O15400	O62387	Q9VU45	Q9D0I4
Q8T0F5	P36166	G5EEL1	Q8VI36	Q15654
Q8R4X3	Q9W0D6	P52597	Q22708
Q21463	P49090
Q9WVH4	Q9XTP7	Q19802
Q9VPP5	P53942
P10284	P56672	Q9UMQ3
Q9BQD3	Q9VTY4	O01488
O60830	Q9VN97	P39515
P51589	Q9VMT6	Q27482
Q9BZ29	Q9VM04
Q5TCY1	Q7KRY6	Q23546
O60232	G5EEN7
Q07436	Q33BL4
Q8IVQ6	Q8MKK7
P11531	P11532
Q86UA3	P40093
P50552	Q7K0G4
Q15750	Q8CF89	G5EEM6
P17096	P17095
Q12874	O46106	Q22469	P19736
Q9XW17	P45978	Q9BX40	Q9VTZ0
P29508	Q9VFC2
Q7JS69	Q9XUG9
P29474	Q9Z0J4	Q27597	P16603
P53115	O97159	Q09XV5	Q9HCK8
Q02959	Q6NZM9	Q13547
Q9VXN3	Q3UZ39	Q32MZ4	Q8MQ17
Q9EQY0	Q9UEW8	P47116
Q5VZ89	Q8CBI8	O96957
P53309	Q9VI75	Q9XZI6
Q16881	Q93379	Q9VNT5	P09624
O18405	O15260	P53337
Q7Z3B4	Q9U3C1	Q9V6B9	P40477
O14798	Q9QZM4
Q7YU66	Q8IY18	Q08204
O75093	Q9W0A0
Q7RU07	Q9VZE2	Q9N2X7
Q9BSW7	Q19016
O94888	Q7K4I5	Q06682
Q9VXR1	P42844
Q27522	P31153	P19358
O08908	Q7JVF1
P23927	Q9VL41	G5EF99
Q9XTU9	Q03835	Q9VJZ6	O76003
O17905	Q8WY64	Q9V8R9-3
Q9VXH6	G5EEZ6
Q13227	Q7JQT8
P17553	P09615	Q10459
G5EGD2	P07663	O54943	Q8WYA1
Q9H305	Q9JLJ0	Q9W218	Q94184
O60658	Q9VYJ0	Q8I0P7
Q16667	Q9UAX0
P20839	Q9GZH3	P38697
P98080	Q9VFF0	P31930	P11914
Q9XWE1	Q9NXW2	P47138	Q9VPY9
P15303	Q15436
Q9VT91	Q09406
Q9JMH9	Q9XWR0	P19524	Q01989
Q9ER00	O62236	Q86Y82	Q86P91
O75600	Q9V3F2	Q9XVI6	P40970
Q9UBP9	Q7JUY7
Q8TF76	G5EE25
Q9NWS8	Q9VXQ8	Q05648
P50874	A4D0P7	Q24169
P98192	Q9Y137	O15228	Q22949
Q9GZM7	A1ZAU4	O16454
Q9W0D7	Q05568
Q08460	Q03720	H2KZQ6
P60468	Q9CQS8	Q7JZN0
P26599	Q91Z31	Q7JMZ7	Q18999
Q9VEA4	Q96RS0	Q94013	Q12052
Q7L0R7	Q9XZS4
Q9UGH3	Q9VH02
Q5SZQ8	P09405	P39684	Q9N394	Q9VT19
Q9XVU8	P49258
Q9VWH7	Q16875	P32604
Q6NUQ1	Q9VS46
Q969M1	Q18090	Q9VF44	P23644
Q8N4T8	P54398
Q00987	P23804
G5ECC0	Q9VKW4
Q96D59	P91482
Q01959	Q7K330
Q07508	Q9VVI1
P0DI81	P38334	Q9VUZ1	O02173
Q12480	P13804	Q7KN94
P62331	Q2XYK6	P30679	P08539	Q9N3C8
Q05201-2	P97767	Q99502	O17670
Q8N1G0	A2A935	O76398
P51878	Q9NBW3
Q53QZ3	Q9VFK2	Q19370
P30189	Q969P6	P04786
Q20848	P32263	A0A0A0MQS1	Q9VEJ3
O75147	Q0KIB0
O75352	Q9VMW8
Q8N8G2	Q26366
Q9U2Q9	Q8T0S6	Q9WVS7	Q13163
Q9TVL3	P19454	P50750
Q92331	Q9WV80	Q9VLQ9	O60749	Q9GYJ9
Q9NR96	Q9VE49
Q9HCG8	Q9W020	Q06132
Q9UET6	Q9VEP1	P38238	Q9N5N9
Q21614	Q8N1Q1	Q9VTU8
O15527	P53397
Q92754	Q09585	P34056	O96378
Q86XL3	H2KZB2
O96610	Q96QG7	P47147
Q9UHY7	Q9VN95
Q9ULX7	Q9W2Q2	Q18932
Q9UPM9	Q21191
Q96C24	Q99N50
O43278	G5ED57	P12023	Q7KN04
Q6P2C8	Q9VNG0
Q5T089	Q9VNZ8
P31396	F1D8N6	O01561
P17442	Q9VBP3	Q9Y575
P49630	Q9Y3U8	P49181	O14455
P91374	P61313	O17445	P05748
P53539	Q9XZS8
P28033	Q8IG69	P49715	Q02637
Q86X45	Q9VZ54
G5EFA5	Q61045	Q24167	Q16665
G5EBM6	Q9VGK8	P15056	P35918
P14199	Q22436	Q64337	Q13501
O95758	Q8WR53
P16403	P15864
M9MRD1	P70670
P07486	Q9NZ23	P00359	P17331	P16858
P25638	Q8WXU2	Q9VJD4
Q9H147	Q9VZY7
G5EBK8	Q61411
O76767	P33947	P18414
P48449	P38604
P61021	O01577
Q9UKV8	Q8CJG1
P52788	Q9VHA1	Q12455
P14902	P47125
Q5VT06	O01349	P27895
P80303	Q9VVK7	Q86RT3
Q5JRX3	Q9V9E3	P32898
P13473	P11438	Q9V9S0
Q9XTG7	O62618	O35099	P14681	P45983
P39104	Q6PF93	Q8T9I6
P41250	Q10039	Q06817
Q9XZ29	P32364	Q9NDT1
Q9VC63	P14772
Q93015	Q9VH73
P46995	Q8IRW8	Q03164
P42128	Q0E8F8	P41813	Q12950	Q86MF0
Q6BCY4	P38626
H2KYX2	P35241	P46662
Q7K2X8	P53011
P21965	Q9VWQ2	Q9Y5S2
P50488	P53599	P51957
Q6AHQ8	Q9WVE8	Q9VDI1
Q12981	Q9VNI9
P32591	H8ESF3	P97496	Q7KPY3
Q6ZN17	Q95RE4	P92186
Q5T447	Q9VQ67
P49750	Q9R0I7	Q9W2Y5
P46562	P47771
Q9VW57	Q04410	Q9H8Y8	Q9N3Y1
Q8N451	Q9VYA4	Q19684
O95628	Q9VKX1	W6RRU8	P34909
Q6A573	P38822	Q9Y0S9	Q8R550
O08686	G5ECT8	P54366	P78337
Q2NL51	Q03957	Q9NZJ5
Q15428	Q19335	Q9VU15	Q07350
Q10655	P52168	Q08369
Q9H1E3	Q80XU3
Q9VUR7	Q13371	Q9U1X7
P32491	Q573B4
P46100	Q08562
Q69ZI1	P29355	O61618	O75791
Q9VRC5	O60927	Q09384
Q8WYP5	Q9VWE6
G5EEV6	Q24568	O09118	O95631
P10126	P32769	D9YZV0	Q9W074
Q8CIG8	Q9U6Y9	P46580	P38274
P09972	P46563
Q95U20	P39054	P54861	Q9U9I9
Q7K157	D6W601	Q9URQ3
P49869	H2KZU4	P28702
Q8IP97	Q5QNY5	P34453
Q96DF8	O44424	P34420
O75323	Q9VXK0
O94875	G5EC32	Q08012
H2KZV4	Q9VX32
Q9NUL3	Q8IP72
Q9W086	Q9H2W6	P36528
Q9BX63	Q9XYZ2	P22516
Q9UN37	Q9BL83	P40340
P38182	Q23536	Q9H0R8	Q9W2S2
P70196	Q9XYQ9	Q9Y4K3
P22310	Q9VGT2	O16922
O76216	Q17581
Q9VX56	Q9H6K1	P97432
O46307	Q9H501	Q06344
P12385	Q9VPH7	P62495	O16520
P52948	Q6PFD9	Q02630	Q9XWK3	Q9VCH5
O94941	Q9VA79
Q5T081	P31386	Q9VMI5
Q8IQ12	Q9TYU9
P38164	Q9NXC5	O61201
P24893	A0S183	P03877
P49459	Q8IH42
Q9VT60	P40578
Q9VUY9	P36871	P33401
Q969S0	Q9W429
O95671	Q99210
Q9H8H0	Q9VW10
Q99757	Q17770	Q3YMU0	P17967
Q91Y86	Q9XTF3	P52304	Q03407	Q9BXA6
Q7KMM4	Q19004
Q08AL9	G5EBP4	Q9W0R3
Q21920	Q8BHB2	Q96NS5
Q04048	Q9HCS7	A1Z9G2	P91175
P08181	P11792	Q2PJ68	P49841
P39428	Q13077	Q960H6
Q9V429-2	P13667	P22217	Q17424
A0A0R4J2F6	Q9VQI5	P19182	Q20965
Q8K2C9	Q9P035	Q9VJX8	P28707
P35268	P50887	P05749
P06605	Q6PEY2	P52275
Q9V3X3	G5EBY0
P04456	O97118	P62750	P48162
Q95QA3	Q6VY07	Q9VCE7
Q93568	Q9Y3B6	Q9W1Y1
Q9BV20	Q9V9X4	Q06489
Q9HCG7	Q7KT91
Q14674	Q9VRN6	G5ED39	Q03018
P13584	P82713	Q27471
P48506	Q20117	P32477
O95759	Q0E8N9
P48591	P23921	Q03604	P21524
O62126	Q5BJD5	Q9VX39
Q95R90	P40559
O75694	Q9V463	Q95Y13	P38181
Q9U1K2	Q09555	P48743
Q9NR99	P98156	Q22574	Q9VSK1
P36047	Q9V477	Q17692
Q92538	Q8T4A1
P34260	P30619	Q07327	Q60770
A0A087X188	P25343	Q21004	Q7KLE5	Q7TQF7
P22082	P25439	Q3TKT4	P51532
Q52LJ0	Q9VBK9
P29401	P23254
P52480	Q23539
P61970	Q9VJ85	Q21735
P13196	Q20375	P25045
Q9H7B4	P38890	Q5U179
P38151	P60335	Q17936	Q8IR99
P39055	P27619	Q05193	Q8K1M6
Q14320	Q18691
Q9Y3D3	Q02608
Q9WTX5	P52286	O77430	P63208	G5ECU1
Q23023	Q91VJ4	P10676	Q02750
P13259	Q9BKU2
Q9NQZ2	Q9I7W5	Q22046
Q9VCR6	Q9H4B6
O00115	Q9VED8
O14983	P13586
O09012	Q04364	Q18426	O46085	P50542
P41940	Q9N4V2	Q7JZB4
Q09476	Q9VJ37	Q8WUP2
Q18231	P62861	Q9VDH8
P35557	Q04409
P21397	Q9VHN8	P50264
Q9Z0H8	P13496	P33420	E2JKZ0
Q19766	Q6UXN7	Q95RF6	P35180
P29366	O89032	O60504
Q9VIE6	Q7L590	P32354
Q96RT1	Q9VJU1
Q9NTK5	Q8SWU7	P91917	P38219
Q7JVE7	Q9BRV3	Q17757
Q9VU02	P62314	Q02260	Q10013
O96009	P12630	Q9VKP7	Q18020
P52490	P52483	P35129	P51965	Q9VXE8
Q9VRH6	P36048
Q76LX8	Q8MRW9
Q8SY39	Q07478
O60762	Q9TYJ7	Q9VIU7	P40350
Q9N5M6	P25339
Q96JN0	G5EGQ5
Q8SZF1	Q95Q25	P25454
O60266	P32870
Q8MR31	Q17RL8	Q18750
Q9VX91	Q8IWV7	O70481	P19812	P91133
Q20237	Q14919	Q9W2E3	P40096
Q9VRJ4	Q8N5I4	O16971	P40579
O62305	Q8T9L5	Q13153
Q9GQA3	Q9BIC1
Q9W3C2	Q9NZM5	Q8BTX4	Q12080
P47985	Q9VQ29	O44512
Q8IZT6	Q9VC45	O17666
Q99798	P39533
P27782	Q10666	Q9NQB0	P91943
Q21758	P26675	Q02384	Q07890
O14656	Q9XXG5
Q70IA8	G5ECT9	Q95RA8	P43563
Q9W475	P27816	P10637	Q95QG4
Q6QNY1	Q9VTE0
P63173	Q9W5N2	O17570	P49167
Q9BYV1	Q9VW26	O02158	P17649
Q22618	P53065	P55265	Q9V3R6
O17244	A1ZAR6	Q9Y5L0	Q99189
Q495W5	P83088
Q6IBM8	Q7K3V6	P25039
Q23120	Q24491	Q96PK6	Q6PDM2
Q9HBZ2	Q8MQV4	Q61221
G5EE65	O14558	P02518
Q9NP73	Q9VAP1	P53178
P34082	Q8TD84	P70211	G5EGA4
Q9GYF1	P36188
G5EDN7	Q6HA08	P98063	Q9VNK5
P54611	Q96A05	Q95X44	P22203
Q9U3B7	O75506	Q9VK90
O94889	Q9W0K4	O17698
Q8IW19	A8JR14
Q9BZ11	Q94902
Q9Z277	Q96T23	Q9VMJ7
P22336	P27694	Q24492	Q19537
P22211	G5EDL3	Q24294	P68400
Q9VSK9	Q9H0K6	Q08647
Q91VK1	Q7L1Q6	Q9VNE2
Q8N6T7	Q8IRR5	P53686
Q8N3J5	Q19775	Q9VZS1	P34221
Q9W3R7	A9UGY9	Q99J83	Q12380
P34556	P97377	Q9VMN3	Q00534
Q9W5E1	Q08273	P62877	Q23457
Q15648	Q9VP05
Q8CG48	Q18616	Q12267
Q2M3G0	Q02785
Q86TM6	Q08109	Q95SP2	Q20798
Q64705	Q5TYL0	P38165
P39954	P50247	Q96HN2	P27604	P50245
Q9UAX1	Q8IQG1	P40484
P28653	Q08817	Q09497	Q9Y2L9
O95848	Q9VB64
Q19848	O76324	Q9JMK2	P49674
P36125	J3KQ47	Q9VHN5
Q96GX1	Q2MV57
Q18250	Q61491	Q5TC79	Q9VEW6
Q62318	Q13263	Q9VDK5
Q9BPX1	Q9VE80
G5EG13	Q7K0F7
Q9HDC9	Q9VAQ9	O62265
P24348	P29349	P08631	Q9ES52
Q16851	Q9VSW1	Q69Z13	P38709
P02766	Q21882
P27614	V9HWA0	Q9VCQ8
P22140	Q8WU57	Q9VIU4	O44732
V9HWG0	A1ZAW9	P30658
Q14114	Q6AWJ8	C7FZU3
P06242	P23572	P21127
O60260	Q7KTX7	Q9XUS3
Q12033	P34552	Q9H3S7
Q62440	P61964	Q9VLT9
Q7TMY8	P33202	Q9W196	O95071
P52701	P40965
P54787	Q9GYH7	Q9W0H9
Q9VHH8	Q13123	Q9N4U5
Q9VLJ0	O43924	Q18268
Q9N5Y2	Q9VZL3	Q99190
O88746	P38753	Q9XTL2	Q92783	O01498
Q53G26	P43613
Q15742	Q59E55	Q22002
Q8MQW8	Q13671	G5ECF0
O88712	O17626	Q08911	Q7KT11
G5EFS1	Q8WXK3	Q03017	Q60778
P36542	O01666	Q95XI9	P38077
P52656	P52657	P32774
P42842	Q6P3X3	Q5U160
Q8IUR0	Q03337	Q7K2Q8	Q9NA81
Q9H993	Q9W299	Q04371
Q969G2	Q62219	Q9NEZ5	Q9GSE0
Q9VLX0	P38998
P01120	Q22038	Q7JWS8	P20339
P15625	Q9W3J5	Q9Y285	Q9GYS8
Q9JI13	Q12136
Q14050	Q22260
O75533	Q9VPR5	Q99NB9	P49955
O76463	Q04344	Q9D0S9	Q9VI04
Q9VLQ8	Q64729	P10398
Q9HBI1	Q9ERD8
P31350	P48592	P11157	P49723	P42170
A1Z8R1	Q02330
Q9VGV8	Q11183	O14530	Q04004
Q9H3M7	Q23672	Q9VI00
P05408	Q9N9Z7	Q9XTY3
Q9BZB8	Q7TN99	Q9VCN7	Q03571
Q9VMQ7	Q18195	Q96EB1	Q02884
P49367	Q9VIE8
P34329	P22803
P34164	A1Z7Q8	Q9XUY2	O43741
P97801	Q16637	Q9VV74	G5EC16
Q17RD7	O35681	K8FE10	Q8T049
Q9W0I7	Q12488
Q9NRG9	Q9W351
P39521	Q18694	P55317
P53316	G5EE68	Q9VYI0
P27705	P08046	G5EGU6	Q9VI93
P54727	P32628	Q23451	P54728	Q9VCD5
P06786	G5ECQ8	Q01320	P15348	P11388
Q9VUZ8	Q93408	O14737	Q04773
Q9VFB6	Q23419	P53258
Q12406	P83967	P68033	P60709
Q8NFA0	P32571	Q9VYQ8	G2HK03
Q09602	P42582	Q9VTX7	P49639
Q9VIZ1	O00399	Q9N3F1
Q18241	P32849	Q14527	O76460
Q91ZX7	O77469	P10040	O95967
Q21557	Q02647	P63168	A1Z8T9
Q07407	H2L099
Q9V595	P06132	P32347
O15055	O35973
Q9UJC3	Q23529
P28159	P31266	Q06330	G5EDU7
P09798	G5EG38
Q8MQI6	Q9XVZ8	A0A024R7E8	P36053
P11983	Q9VK69	P39077	P47209	P49368
Q9Z0G0	Q20393
Q8WYB5	Q9W1A9
P49435	P07741	P12426
Q9BY44	P53235
G5EFF4	Q960Q9	Q3KQV3
P43572	Q9H2F5	Q0E9C2	G5EC14
O14641	Q18239
Q15465	Q94129
Q6ZTN6	Q7K3G2
P24350	P20268	Q15319
P10242	P06876	Q9W0R0	Q03654
Q8IVG5	Q69Z37
Q9U3P2	Q13449	Q0E9F2
Q9W4J8	Q61069	Q18711
P23470	P16015	Q9W316	O02637
Q03526	P05130	P32490	Q9TW45	Q9Y572
Q18668	Q7RTS9	Q7KNA0
P40070	Q9VKW8	Q9Y4Z0	Q19952
O95267	Q80UP3	Q9VCF2
P40937	Q18547	P38629	Q9VX15
G3V162	Q9VZE4
Q8K4G5	Q13643	Q9VVB5	G5EFL5
P51808	Q94524	P51807	Q19416
Q9VY42	P52892
P53701	Q9VD55	Q00873
Q7KN79	Q96GA3	O02327
Q9N5H6	Q9C0A6	Q9VYD1
P01909	P28078
Q9H6Z9	Q8SX21	G5EBV0
O43529	Q9VMS3
Q15723	P81270	Q04688	Q18579
A1ZB73	A0A0C4DFM0	Q93696
P30280	P24871	Q24158	O96020	P34638
O45815	P32392	Q9P1U1
Q0E996	P39935	Q21531	Q04637
P40454	Q15257	Q9VQQ0
Q94523	P47052
Q8N1F7	Q9XZ06	Q9BKT9	P34077
P29274	Q9QXZ9	Q24563-2
Q7Z362	Q8SXA8
Q02961	O43175	Q9VIJ0
P20107	Q8T0G1
P47809	Q9XTC6	O97143	P52564
Q24190	Q12263	Q23356	P41279
P01024	Q9NFV5
Q9VXR5	P40024
P78417	A1ZB72	O17234
Q9UPW6	Q86MI0
P50221	G5EBS8	P20009
Q09444	Q9Y5K5	Q9XZ61	P35127
P19889	P05317	Q93572
Q86BI2	O15211	Q61193
Q921E2	Q93743
Q7K204	O43719	P53830
Q21831	Q06168	Q9Z0H3	Q24090
Q10653	P54733	P51943	P30281
Q8N9N8	Q8IQ13	Q23646
B2RNN3	Q8MXT6
O01775	P32361	Q13164
Q9VT33	Q21994	P38063
P16233	Q9W304
Q6IBT1	O62102	Q7K148
P40525	Q9VBH8
Q9VTB3	Q95XW5
O60739	Q967F1	Q9VZS3	P32911
Q99383	A8DYS0
O08709	P30041	Q9V3P0	P34227
Q03751	O75190
Q14249	Q7JXB9
Q9I7J0	Q12280
P05990	P03965
P30043	Q9VH72
Q95ZQ4	Q8MQJ7	Q01974
Q9QY53	O15259	O17972
Q9NAP8	Q59FJ7	Q9VJC2
Q9Y123	Q96AA3	P38206
P91573	Q14623	Q02936
P54999	P34659	P62306	Q24297
O75899	Q3UVX5	Q9VKA4	G5EG10
Q17522	Q9BT23	Q8IGL8
Q96DU9	Q95QV8	Q8IN48
Q65CM2	P28028	Q24170	Q38SD2
B7WN72	Q9VUX2	Q9H2K2
O15357	O17590	Q9VTW2	Q12271
Q9V4D8	Q13569	P56581
Q5VUV5	Q9W5U2
Q96M98	A1ZBM4
P33991	P29496
P41094	P62269	P62270	O18240
Q8CJG0	Q32KD4	O62275
Q12522	P56537	O62106
P38129	Q9N4H7	Q9VZF4	O43660
Q9VI16	P40017
Q16799	G5EDI2
Q00453	Q9Y5W3
Q9VKT8	Q5VYY2	P34163
Q53FT3	Q9W0C7
B0V2N1	Q9W2F3	P25044	O44448
P20263	P41934	P78424	P31368
P04150	P41830
P31381	Q9BZD2	Q9VPP0
Q8MV48	Q10471	O45293
Q8K214	Q9VHA0	A0SQM0
Q96EB6	P59941	Q9VK34	P53688
P36872	P63151	G5EDR3	Q00362
Q9UHI5	Q9Y1A7	P53388
Q9I7X6	Q03648
P32945	P62141	O14829
Q9U364	Q17RH5	Q8IQ95
P06727	P08226
Q15067	Q9VIX4	P13711
C9JG97	Q9VUI8	P35184
Q966J7	Q91YU6	Q9BRK4	Q9W3A1
Q92781	O18404	Q19843	Q06417
Q12154	P30632	O43681	Q7JWD3
P48735	P21954
