Q9D1H6	Q9P032
G3V620	Q9D3F7	Q9NX09
O60733	Q8R516	A0A140TAC8
Q13304	M0R6X7	P30558
Q9NVC6	D4ABU0	Q8VCD5
Q8K4D3	Q924A5	Q7Z2H8
P15209	F7EVN7	A0A0G2JHK4
E9PW83	Q8NB25	D3ZTZ0
G3V6T9	P50219	P02831
Q62703	Q8BH97	Q9BRK5
Q9WV71	Q9Y574	D4A8E5
Q5JSH3	Q8BX09	D3ZC01
G3V9Q4	Q8BYR2
Q5U2Y8	Q9DA60	Q53QW1
Q61207	F7EPE0	P07602
O15514	D4A259	Q9D7M8
D3ZC46	Q8R3L2	Q9BQ70
O88507	G3V8T6	P08887
Q6P1R3	F1LR51	Q6NZR2
Q00288	D4ACZ2	Q02962
Q99689	Q8K0X8	F7EYQ2
Q8N9Q2	M0R3Z4	Q4V9W2
Q8WXJ9	Q8CHM6	Q8VHP9
Q6PDU1	Q9BRL6
Q8BW70	D3Z8K5	Q8NB14
Q9CZT4	D3ZP45	Q9NVU0
D4ACF2	Q62191	Q9C030
P51878	P70343	E9PSM0
Q3UWL8	M0R5N4	Q9NQP4
P49184	Q2QDE7	Q9D7J6
O88444	P20595	Q08828
Q96PX1	M0R5D6	A2AAN9
Q9Y6M5	D3ZJB7	O35149
Q86WW8	D3ZB55	Q99M07
Q9JKY7	Q4V8D1	Q9Y6A2
D4ACX1	Q8C2N7	P50238
P10922	P07305
O09118	D4A9F4	Q9HB63
O08736	Q920D5	P49662
Q6P136	P38646	Q9JKR6
P62309	P62308
Q9BUJ2	Q8VDM6	Q641Y8
Q2M1P5	F1MAB8	Q91WD7
F1LR02	P39061	P39060
Q9HAP6	Q9Z250
P03886	P03889	P03888
A0A140TAB9	E0CYV0	P22061
Q9EPL2	Q6Q0N0	O94985
B0BNA2	Q8NHQ8	Q9DD19
Q8TB40	A0A0G2JDM2	D3ZAW4
Q6AYM7	Q9D992	Q3KP22
Q8NDG6	D4A1R0
D3ZPX0	Q14202	Q8BUN3
F1LMU5	Q8K3J5	P52739
P52895	P07943	P45376
Q92930	P70550
Q9BXF3	Q91Y44	D3ZGX8
Q9D706	Q3KRD5
A0A140T8I9	P42356	D3ZFJ0
F1M3D3	Q9D0E1	Q6P2D7
P49916	Q8BTF7	A0A096MKE9
Q9CXU1	D4A7J4	Q9Y3C7
P18507	Q9D6F4
O60220	F1LP21	P62077
Q96G91	P55086	O35811
Q80TL1	P51842	P51828
Q9D328	Q6JAM9	Q53FP2
G3V6X2	Q9CR83	Q96H35
P04003	Q01339
Q9CR63	D3Z8B0	Q9P0S2
Q8TF50	Q504L7	Q8BY46
D6RH62	Q8NEL9
Q07960	Q8BL80
P05179	O54749
Q03385	Q5JS13	A0A0G2K7U4
P57737	G3V940	Q9WUM4
Q8C7H1	D3ZNY3	Q8IVH4
F1M150	Q8BNW9	O94819
Q5JR12	F6V5B0	M0R7Q8
Q8K2X3	A0A0H2UHR9	Q9H668
Q32MD9	D4A0Z7
Q5I0X4	M0RDC2	Q9D727
Q80UG2	D3ZES7	Q9HCM2
Q5CZC0	A0A096MJX4	Q8R4I8
D4A8H8	Q7TMB8	Q7L576
Q61168	Q6P9Z7	Q13571
Q13287	Q5M849	O35309
Q7TSK2	F1MA42	Q53EL9
Q8C165	F1M0Q9	Q6GTS8
P53794	Q4TVN8
P22459	Q9Z0V2	P15385
P03956	R9PXT7	P34960
C9JH25	D4A9R4	B2RU40
P60953	Q05144	Q9JJL4
Q6ZU15	P28661	G3V9Z6
Q9R008	M0R5W4	Q03426
Q8K025	D3Z8R0	Q92837
Q96DA2	Q8BHD0	D3ZZP2
Q7L4P6	D3ZQP2	Q8C6D4
B1ASP2	G3V9W2	P23458
Q2TSB7	Q9EPW6	A0A0G2JTB5
Q3U2S4	Q5VV17
Q14146	D4AAN0	E9Q7L1
Q9JHF5	G3V887	Q13488
O60678	Q6PAK3	Q6AYB9
O54697	Q9JKX3
Q14966	A0A0G2JSR7	Q8K310
D3ZQ67	Q5SVT3	Q9NY74
Q8BYC6	Q499L9
P19484	Q08874	D3ZAW6
D3ZYT3	Q80U59	Q92628
Q5RL10	Q9WUK0	P51460
Q7TSG1	D4A3J3	Q8N960
F1M158	B1AUC4	Q5VVX9
Q6ZUC8	Q9EPU0
Q9H813	Q66H28	Q9D771
Q96C03	Q5XIS8
Q8CE13	D3ZMQ6	Q96LX7
Q13790	Q5M889	A0A0R4J0M4
D3ZFW5	Q9CPV0	Q6UX40
Q9JJG9	A0A0G2K602	Q8NC60
Q8BHM7	A0A0S2Z6P0
Q99PL8	F1LNC9	Q9BZV2
P32551	P31930
Q6DKK2	D4A6D7	Q8CC21
A8MT70	A0A0G2K3P2	Q0P5X5
P23258	G3V7C6	A2AQ07
Q8NI32	D3ZUF1	Q9D7F2
P21246	Q9R1S9	P63089
P20700	G3V8L3	P15331
A0A0G2K0U8	Q9D3U0	Q3MIT2
Q9UPR0	Q8K4D7	F1LP62
Q06219	Q9BZI0	D3ZFD9
B1WC56	Q9CRB2	P55769
Q9UBM7	O88455	A0A0G2JU83
Q61792	O70420
P15502	D4A9U4	P54320
Q14188	B5DF82	Q08639
A1A5D9	B1WBT3	Q8CHW5
P08911	Q8BX79	Q9Y2T5
Q3UZ45	A0A096MJ52	D6RGH6
Q6U841	D3ZY00	Q5DTL9
P30728	P14416
Q99MB4	Q8VEH6	Q9BRT8
Q96N28	D3ZAN9	Q8VE85
Q91YR1	Q6IBS0
Q9D773	Q498T4	Q5T653
P52306	F1M7Y3	E9Q912
Q0D2L3	A2AS89	Q9BSE5
O15235	D3ZQX3	O35680
Q9H061	Q5HZA9	Q9D8Y1
Q9P2K2	D3ZQK4	Q7TN22
G3UVU2	Q6AXT8	Q15428
Q96J84	D4A934	Q7TSU7
D3ZRB3	Q8BYP3	Q9HBH0
G3V7U5	Q8C5J0	Q6BEB4
Q8BHA1	Q5PQV5
Q61491	Q96PQ6
Q6NV72	M0R4L9	Q9H6R7
A0A0R4J2A3	D3ZHE7	Q9H0I9
D4A8S5	Q9Z0H0	O00311
P34972	Q8K5E0
G3V8G1	Q641K1	Q9UPW5
A0A0A0MY08	Q9HDC5	Q80WT0
Q924S1	Q8K4X7	Q9NUQ2
Q5XIA8	Q91VC9	Q9H3K2
Q4VX76	Q99N50	P47709
O15228	G3V9J8	Q61586
M0R986	Q6GTI0	Q9BVH7
Q9Z238	B1WC54
P09528	P19132
D3ZJN9	Q9P2M4	F8VPT6
B2RZ50	Q810P3	Q16667
B1WC59	P70428	Q16394
D3ZDE4	P27707	Q9QX60
D3ZWT2	A5D6W6	P59266
Q8N3Z6	F1M989	B1AX39
O70333	Q792Q4	Q9P021
P61982	P63104
D3ZKG1	P16332	P22033
Q8IWI9	P70326	D3ZJK7
Q14654	Q63511
A0A0G2JSJ1	P16422	Q8BGV3
G3V7H6	P05089	O08691
Q2VYF4	F1LP77	Q7TNU7
D3ZI07	Q12840	Q61771
Q5PQQ7	Q8N485	G3X9C8
D3ZDJ5	A0A0R4J045	Q96EU6
P51111	P42859
A2A9I7	D4A218
Q9CXL3	Q5I0E3	Q9BRJ6
B2GV99	Q60605	P60660
P51857	P51652	Q8K023
P39053	Q2TA68	Q05193
P35364	Q5QD17	Q969N4
Q9CR13	Q4G012	Q96HJ9
Q2TAA2	Q711G3	Q9DB29
Q5JS54	B2RZB8	P0C7N9
Q8WU10	F1LR31	Q3TMV7
Q3TMM5	Q9BQ04
O60610	A2APV2	D3ZL83
Q3T1H8	Q9D709	Q9BSE2
D3ZF29	Q9D1G0	Q13609
P48508	O09172	P48507
Q5TA31	M0R8K1	Q8BFX1
Q86UP6	A0A0R4J0B9
B5DF60	Q8BMJ3	P47813
Q80Y34	Q96NG8
G5E8B9	D3ZDP9	O95625
O95136	Q9JKM5	Q91X56
F1LNW3	Q9DBS4
Q99683	A0A0G2K3R1	O08648
A0A0S2Z4F2	A0A0R4IZY5
A2RSX4	D3ZRE5	Q8N7X2
D4A1C5	Q9D083	Q8NBT2
P55159	P52430	Q15166
Q9CR61	D3ZLT1	P17568
A0A140TAD2	Q07832
P41123	P47963	P26373
P22935	A0A0G2K586
Q80ZD9	A6NMS7
Q920B6	Q76M80	P57789
Q9CQ46	A0A0G2K9F5	Q5VUJ9
P05543	Q06770
Q9DAK3	A0A0G2JWZ1	O94955
F1M614	P24043	Q05793
P00492	B2RYS6	P00493
E9PYH0	P03994	A5D8T8
Q9CXW3	Q6AYK6	Q9HB71
Q9NQE9	F1M9G8	Q9CPS6
A2AI76	Q9NW71	F1LM44
B2RYN2	Q3TQF0	Q5XUX0
Q7Z4N2	Q2TV84	Q8R455
B2GV29	Q8BYH3	Q9NUP7
B2RYP8	Q9BSJ2	Q9D4F8
P98174	Q8BWA8	D3ZFK8
B0BN88	P70331	Q99750
F1LR33	Q99JY8	Q86XM6
D4A9U9	Q6NVG5	Q8N565
Q80WK7	Q99P65	Q99808
P52798	P52801	A0A0G2JV56
Q8TD57	F1LRT9	Q8BW94
P24752	Q99JY0	F1LPD6
Q8BT07	Q4V7C8	Q53EZ4
Q99KJ0	P0C627	Q9UNZ2
O89037	Q91Y86	Q9UBE8
Q9UQ88	F1LSV8
P61019	P59279	P05712
P53618	P23514	Q9JIF7
Q96D31	Q6P8G8	F1LNX2
Q80VE5	D3Z994	Q9NU19
Q9UM21	F1LMP1	Q812G0
Q8BHW6	Q68A65	Q7Z572
Q9UKX3	F1M885	P13541
A0A0R4IZW9	D4A9Y0	Q99470
Q16526	Q32Q86	Q99JJ1
Q91XX5	Q9Y5I3
D6RI36	D4A1W1	Q8NCD3
D4ADQ9	Q3TZ89	Q9NQW1
Q9H814	Q63068	Q9JJT9
P78395	D4ACH7	Q810Y9
Q9D5Y0	Q6AYM0	Q8N865
A0A0G2JSZ4	Q60929	Q02080
D3Z902	R4GML0	Q9H2Y7
P50431	Q6TXG7	P34896
Q03001	D4A626	Q9R269
Q9JHE4	D3ZCT9	Q99999
Q969V3	A0A0H2UHD9	Q8VCM8
Q12988	G3V7G6	Q9QZ57
Q8NE18	G3V660	Q8K4F6
P27824	Q9D9Q6	P35565
B1WBW2	Q99M03	P57060
P51124	G3V8E9	Q9D140
G3V9L1	Q6ZPJ0	Q8IWB9
A2AKG8	F1LU27	Q5VW36
P55084	Q8QZT1	G3V9U2
O70172	F1LX22	Q99755
Q62649	Q61979	Q16517
F1LTP8	Q8C172	Q9HA82
P61764	P61765	O08599
P61023	P61022	Q96BS2
Q6U7H8	P48426
Q12913	A0A0G2K2W0	B2RU80
O35370	P15306	P07204
Q3MIB4	Q86WA8	Q8CGK3
Q9Y547	A0A0G2K664	Q9D6H2
P70210	Q99594
Q7Z7A1	D4A619	A2AL36
Q9QXA3	D4A497
B3DMA2	P28330	D3YTQ5
Q64327	Q5FVH7	Q16626
Q12756	P28741	Q6QLM7
Q9Y2D2	B2RYK5	Q9R0M8
P00709	Q6PDV1	P08905
Q9QY31	O43623	Q6AY35
F1M784	Q9EQ32	Q8NDB2
O88508	Q1LZ51	Q9Y6K1
P28047	Q2IBD1
Q5FVH2	O35405	Q8IV08
Q499R0	Q9C0D4
D3ZH22	Q9CXK4	Q9BRV3
Q8NBI5	D3ZDC2
Q3U6P5	Q9UKM9
Q9QZA2	P80560
Q920M9	O43255	A2AHZ2
Q5U367	O00469	A3KGW5
Q9D3R9	Q15545
Q8BHG3	Q9NV96
D3ZB76	Q80Y75	Q8WWF6
D4AAV8	Q3ULM0	Q9BWC9
Q6JEL2	D3ZH92	Q8VCK5
B1H288	A0A0R4J0S9	Q6TDU7
P54731	Q5BK32	Q96CS3
Q9H2A3	D4A2E3	Q62414
Q9UKN5	P14404	D3ZQA6
Q9UHJ9	Q2ABP3	Q3TQR0
Q96MA6	Q68FP8	Q32M07
Q8BYW9	Q5NDL0	Q5NDL2
P63300	P63302
Q92905	Q4V8E2	O35864
Q8TD84	Q6V4S5
Q8VEM1	Q9ULK6
Q8N5V2	D4A646	Q5FWH6
A0A0G2K1T0	D3Z7P3	O94925
O14645	Q4FZV3	Q8BVN8
Q02156	F1M7Y5	Q62074
Q9BXW7	D3ZQB6	Q91WM2
A2AHG2	Q96BD5	D4A9U0
Q8BVF7	Q96BI3	Q0PY50
Q8K268	Q9UG63	Q66H39
Q60769	D4ABZ4	P21580
Q8BHS8	O15079
Q3UJV1	A0JPP8	Q9Y6R9
Q91VH3	P67936	P04692
Q07071	Q91X44	Q14397
D3ZUX5	Q91VN4	Q9NX63
Q3ZB89	Q9CQD0	Q96EH5
D3ZK56	Q8BU31	Q9Y3L5
P61759	M0R919	P61758
D3ZXF4	O08688	Q9Y6W3
P63030	P63031	Q9Y5U8
Q8NC06	Q5XG73	Q5RJK8
D3ZWL5	P31271	Q8K5B8
Q7Z7J9	Q9JI15	Q6QWF9
Q99LN9	Q5PPJ4	Q9BU89
Q8CCN5	Q9H6U6
P54709	G3V6V5	Q99ME6
D3Z8D9	Q9D752	Q9UI95
P30837	A0A0G2JY43	P47740
P35454	P01179	P01178
Q7Z408	P98105	V9GX34
P49917	D4A0U6
Q811Q9	P19836	Q9Y5K3
Q6P3V9	Q9D8E6	P36578
B5DEJ5	Q9JHW4	P41091
Q58WW2	Q80ZK9	D4A7Z0
O95834	Q6P6T4	Q5SQM0
R9PXV7	D6RIL3	Q15435
Q8VD37	D3ZIM5
Q9HC21	Q3THU8	P16036
A1L390	D3ZYG0
Q5HZE2	Q9BXJ8	Q3TA38
P52333	F1LR79
Q9DBA6	B1H261	Q2T9J0
Q06265	G3V6K3
P53996	P62633
Q6P1Z5	Q2M1K5	Q96HM7
Q5BJL8	Q9CQP2	P0DI82
Q8IZ21	F7D4H5	M0R7T1
Q66HA1	Q1HKZ5
Q9D478	Q9ULJ1	Q6AYX5
Q8BVY0	A0PJ87
D3YTQ3	O43347
F8VQC7	F1M853	Q86UP2
A0A1W2P884	Q5SZL2	A0A0G2JUV7
D3ZLC1	P21619	Q8N519
Q8WWZ7	Q9DBM0	P58428
P50878	Q59GY2
Q3TVW5	D3ZY42	Q9BT92
M0R4V3	O09044	O00161
Q8R1B5	D4ABY0	Q8WVH0
Q99LJ0	Q7Z7B0
F1M389	Q9QYM8	Q9H3R5
O70601	O54957	O43561
Q9JJ80	B0BN82	Q9H7B2
P18754	F1LVV4
Q63610	P21107	Q59GR8
Q5S007	Q3UHC2	P0C8E4
A2AHC3	Q5T5Y3	D3ZXQ2
P02792	P02793	Q3ULW5
O60726	P27601	Q5EAP4
D3ZKI5	B2RQG2	Q9BTC0
Q6NUM6	B5DF48	P37040
Q61818	Q7Z5J4	D3ZG21
Q4FZT6	Q64522	Q8IUE6
D3ZSW5	P83877	P83876
Q56UD9	P49681	P48146
O00559	Q5PQP2	Q9D0V7
D4A3V6	Q5U5M8	Q6QNY0
P16221	P48772
D4AB98	Q8TED9	Q8BZI0
Q9HCU5	G3V6W2	Q9WUQ2
D3ZY25	Q78S06
P00387	G3V9S0
Q64442	Q00796
Q16515	P37091
Q91ZG2	Q15777	D4A120
G3X9X1	F8WFZ9
O75394	D4ABL7	Q9CQP0
Q9WUF4	A0A0R4J0R1
P05997	D3ZCQ0
P53539	P47930	D3ZLB7
Q9NX65	D3ZPM6	A2ARU5
P07992	D3ZAQ9	P07903
Q4KXB6	D3ZYQ4	Q8TCV5
Q561R7	Q8VD76	Q13889
P50580	F1LRI8	Q9UQ80
O75410	D3ZXK3	Q9JJG0
G3V914	Q01098
O54698	Q9JIM1	Q14542
Q4VC05	Q9CXE2
Q9P258	A0A0R4J025
Q925B0	G3V6S1	Q96IZ0
Q5T481	P43244	Q8R509
P12955	G3V9W4	B7ZMP1
Q6P1R4	Q8C2P3	M0RAY0
M0R3V6	Q8BT42	Q71RC9
Q96P63	M0R455	Q9D695
Q13162	G3V7I0
Q5C8S5	A0A0G2K0D4
A0A0G2JVG4	Q9BTZ2	Q99MZ7
Q86TW2	E9QLB8	A0A0G2K6E7
Q2M3C7	D3ZS99	E9PUC4
Q96R06	E9PSL1	Q7TME2
O35367	O60938	Q6QI48
P04637	O88898	P10361
Q8IYP9	Q76IC6	Q5Y5T3
A0A286YCP6	Q66HB8
Q8CIA5	D3ZAN4	Q969S0
Q7Z3Y8	Q6IFV4	Q9Z2K1
Q3UJZ3	B2GUY5	Q9H6L4
Q69ZK9	A0A0G2K6V0	Q8N2Q7
P46439	P08010	Q80W21
P06213	P97793	T2CB11
Q61733	B0BN56	Q92665
P42582	P52952	A0A0G2JZE5
Q9CQE3	I3L0E3
D4A100	Q8TAV4	A0A0B4J1F1
D3ZFX1	Q6PHN7	Q5U3C3
Q8WUU8	Q68FU0	Q9DCX7
Q96AC1	A0A0G2JWC7
M0R9C6	D3Z6P9	Q9BUQ8
A0A0G2KAX2	A0A0G2JDC3	Q8WVR3
Q3V3E1	D3ZY64	P57075
Q5VY09	A0A1W2Q6P5	O89113
Q9BZK7	Q5M7T1
F1M478	A1A546	Q2M1V0
Q9Z1K2	Q62252	Q15506
Q6P2L7	D4AEL2
Q9HBW0	Q6P290	P61794
Q9HBU9	Q9ES82	Q6P722
Q5DU41	G3V6R4	Q6P9F7
Q3TDN0	D3ZWU2	Q96F81
G5E8Q0	Q6ZS30
M0RAD5	O88696	Q16740
Q61097	Q62689	P04049
Q9BUJ0	Q5I0C4	E9PW22
O54857	Q8CGB6	Q68CZ2
P17023	Q571J5	Q4V8A8
A0A0G2K5I7	Q9H3R0	P41230
Q4V7A4	E9QJV1
Q8C4J0	A0A140TAG2	Q8IWA6
Q6AZ50	Q9CPX6	Q9NT62
E9PZJ8	P42285
P09012	Q9CQI7	Q5U214
P51607	P82343	P51606
Q5T7W7	D4ADA5	Q3U269
Q9H7Z7	D4AE56	Q8BWM0
P18872	Q63210
B0BNH4	Q80V23	P17041
P0C6T1	P0CG13
P68511	P63103
Q8BLG2	Q9Y2T6	G3V962
Q9ER42	P56177
F1M076	Q8BIQ8	Q6IQ21
O95471	Q5QT56	Q9Z261
P34928	P02654
Q96C24	Q99N80	P47861
P18893	P29456	P22301
Q9JKX8	O75631
Q61312	D3ZJ69	Q92481
D4A2B0	Q8BG81	Q9BY77
A0A0G2K464	Q9JKV5	Q969E2
Q9UKU9	Q8R0Z6	G3V862
Q5TZA2	Q8CJ40	F1M7J7
Q9D1R9	B2RZD4	P49207
Q7TP35	P46425	Q8NBU5
Q9Y478	Q6PAM0
O15042	D3ZAI0	Q6NV83
D4A650	A0A0R4J139	Q8IXL7
P49792	G3V662
D3ZRH4	Q8CHR9	Q8WWB5
Q8TAD4	Q9JKN1	B2RZA8
P35398	A0A0N4SV67	A0A0G2QC01
Q6NS69	D3ZCP6	Q8N7J2
P53004	Q6AZ33	Q9CY64
Q4G1C9	M0R4P4
Q9C0D0	A0A0G2K018	Q8BYK5
Q8TCS8	G3V6G7	Q8K1R3
Q92823	A0A0G2K3Q5	P12960
Q9DB72	Q08380
O95980	A0A0G2JZ40	Q9Z0J1
Q9H3L0	Q6AYQ6	Q99LS1
F7EWS7	Q9WVE0	Q9GZX7
O88700	P46063
Q9UPN4	D4AEL8	Q62036
Q6W2J9	A2AQH4	D4A2J9
Q80YX1	A0A0G2KAJ7	Q02388
Q9NRW4	Q9JIM4	Q8R4V2
Q9UBY0	D3ZJ86	Q3ZAS0
D3ZBX9	Q8VDN4	Q53HC0
Q9UI21	D3ZN85	Q9QZR5
E9Q4N7	Q96TA9
P61925	P63249	P63248
A0A0R4J0A1	Q5XIU1	Q5XKL5
Q8IXQ8	Q6TUD9	Q9D9M4
O35728	P49430	P78329
B0BN79	Q7SIG6	Q8WZ64
P58544	Q9H0C5	D3ZJC0
O43820	G3V6V8	P48794
P50221	D4A532	P32442
P60603	P60602
Q96F83	Q5RJN9	Q8BHN9
Q9H0S4	E9PTF0	Q4FZF3
D3ZXU0	G3X952	O60304
Q5BJS4	Q9DB70	Q8IVP5
Q9UQV4	Q5XI99	Q7TST5
Q9Y6F7	P14604
Q9UQP3	Q5M8C6
Q8JZW5	D3ZWT6	Q6ZV89
Q9P0B6	D3ZGM5	Q9D162
O96009	Q6P6T6
P07310	A0A0G2JVQ1	P17540
Q8CFA2	M0R9I6	Q9UI17
Q9NX36	Q6AYG2	Q8VCE1
O00634	Q9R1A3	A0A0G2JTN7
Q5I0K1	Q9D826	Q9P0Z9
A0A0G2JSQ5	P84025
A4D1J9	Q8VHX6	P30427
B2GUZ5	Q5RKN9
Q62834	Q8CII2	O75794
Q8TAM2	B1WBT5	Q8VD72
Q5XIE7	Q8BMD5	Q9BWV3
E9PTJ3	Q99502	P97767
Q9QY61	Q15583	D3ZGA0
P63244	P52287	Q61011
P05202	P13221	P00505
Q4KM92	A2ADA5
M0R4L6	Q99JT1	O75879
Q9UHH9	Q99NI4
Q9H008	Q6AYR6	Q3UGR5
D3ZZ37	Q9CWV0	Q96EH3
D3ZU51	O88796	P78346
D3ZLC6	Q5SXM2	A0A087WPK9
Q96LD1	P82348	F1LYS7
O43316	P63015
Q61190	Q6UXL0
F1LUG5	Q7TSH8	Q12767
O75506	Q8K3X8	Q9CQZ1
B4F7D8	Q8BGG0	Q99726
Q32WR5	Q9CWG9	Q6QNY1
Q9DA73	Q8N998
Q9NYA4	D4ADF6	Q9Z2D2
Q8TDG2	P60711	P63260
P41223	O70454	Q6PGH1
Q8VHI4	D4A7U2	Q8N187
Q8VDX6	F7EM09	Q9Y2B1
P63281	A0A0A0MQF3
Q9Z0F8	F1M9Z9	P78536
P09067	P09025	D3ZMA1
F1M9C8	L0N7N1	O14782
P48729	Q8QZX0	A0A0G2JTK1
F1LPC8	Q9JI33
Q9Y4W6	O88967	P54777
O35468	D3ZRW5	O14905
O00139	F1M8L1	Q922S8
Q8BWT1	P17764	P42765
P17095	P17096
F6SLK1	O75061
P34913	D3ZKP8	Q8K370
F1LZI7	Q60841	P78509
Q99880	M0R4L7	Q64524
Q9ULJ7	Q6GQX6
Q96T55	D3ZLR9	G5E845
Q8WTY5	A0A0G2JWP8	Q01320
Q9HB90	Q99K70	Q63486
P0C5E4	Q16827
O75528	Q4V8F5	Q8R0L9
Q6AHZ1	J3QPN0	D4ABC6
Q63HM1	M0RC77	Q8K4H1
P14246	D3ZLC4
Q6F596	Q9WTN0	O95749
Q9ULI4	D3ZUT0
O43301	D3ZC55	Q8K0U4
D3ZEJ9	Q9CYI0	Q9HAS0
Q765H6	D3ZRS9	Q3V5L5
Q8N9N5	B1H235	Q8VBU8
Q8BU03	D3ZV54	Q15269
Q61466	D3ZBS9	Q96GM5
O75460	A0A0G2K2H4	Q9EQY0
O75791	Q60631	Q99PW1
O35071	D3ZYC9	P33176
D3ZFF4	Q9NRZ7	Q3UN02
Q7Z612	P19944	P47955
D3Z8X7	Q80V31	O60308
D3ZN27	D4AFX7	O75165
A0A0G2JVT8	E9PX59	Q8IVG5
P49675	P97826	P51557
Q15842	P48548
Q5FWU5	Q6PD29	Q8N8E2
A0A1D5RLR2	Q9BV97
P30873	P30936	P32745
F1MAK3	Q8IWW6	Q1HDU4
Q8VDD5	G3V6D8	Q13402
P42345	O88763	O35904
O75628	E9PT99	P55041
D3ZG45	Q925E8	Q8NFR3
P05426	O95036
P22570	P56522	Q61578
Q9Y6Q6	Q4QQW2	A0A1W2P7D5
Q96L73	B5DFE2	Q99MY8
P97608	Q8K010	O14841
O00141	A0A0G2JXD7	Q9WUT3
Q8WUZ0	O08664	D3ZUL4
Q66H20	P14866	Q91Z31
Q80Y39	Q5T681
Q5RI15	D3ZYU4	Q9D7J4
D3ZMN5	Q6PDC0	Q7L099
Q9UP52	Q9CZR2	B2GUY2
Q91VL9	A0A0G2K3D7	Q9Y2K1
Q9P267	D3ZCX1	Q3TY92
D3ZKW4	Q5SPX1	Q569K6
P62984	Q9UFQ0
Q99J87	Q96C10	E9PU15
Q6P768	P15535	Q9UBV7
Q8CI52	D3ZYJ5	Q96HH9
Q8BVG4	P13798
Q53G83	Q9CZP6
Q7M729	Q7M730	Q8IWT1
A0A0G2K8X0	Q8BY35	O94887
O00499	Q68FR2	S4R270
P56556	D4A3V2	Q9CQZ5
E9PU71	P43432	P29460
Q8NHP7	D4AD21	Q8CDF7
Q92752	Q9R045
Q8IZF4	Q8BM96
Q148W0	D4AA47	Q9Y2G3
P83105	A2RT60	B0BNB9
O08747	Q8IV45
P56539	P51638	P51637
P12104	A0A0A0MY01	P55050
P57077	A0A0G2K9U9	P58500
Q9BTY2	Q99LJ1	A0A0G2JSJ8
Q5U2Z4	Q96CP1	P25799
Q5NCQ5	Q9BZG8	Q568Y2
G5E8J6	G3V8S6	P23327
Q63362	Q9CPP6	Q16718
P24386	P50398	P50396
Q91W52	Q96HH6
Q9WVF9	Q6UVW9
Q9EQF2	P23276	Q6IN10
Q01460	Q8R242	Q01459
P98194	E9QNX7
A0A0H2UH97	Q8BTZ4	Q9UJX4
Q9DC77	Q925F0	Q9UHP9
D4A4R9	Q91YL7
A2RT91	F1LUI7	Q7Z5J8
P12830	D3ZTI3	O88338
Q9Z1D7	D3ZFY2	P49910
Q07343	F8WFW5	Q64338
P82198	D4A8G5	Q15582
Q9Z0L3	Q02509
Q3KR86	B4DKR1
O43318	Q62073	F1M9C3
Q56A08	G3V8Z3	Q92917
P18859	P21571	P97450
L7N1X8	Q8N8V2	Q63663
Q9NZJ5	Q9Z1Z1	Q9Z2R9
P24288	P54690	P54687
Q8CHR6	A0A0G2K355	Q12882
P04345	P10065	Q24JT5
Q07257	P23359	Q9NR23
Q61884	Q6AXQ8	Q8NEH6
P28652	P31325	Q86YV6
Q9WVS7	P36506	P36507
Q8NCN4	F1LV79	E9Q7F2
Q15326	A8C4G9
D4ADT5	Q9BYX4	Q6Q899
O43502	D3ZJ85
P30121	Q6PI17	P35625
A0A0A0MY13	Q8C419	Q5T848
Q99PE6	Q99PE5	Q9BZL3
Q5I043	A0A140TAA0	Q96RU2
P51161	G3V6H6	P51162
M0R7B3	Q8VIG3	Q6PF18
Q9H1C4	D3ZDJ4	E9PYK0
P25445	Q63199	P25446
Q15477	Q6NZR5	A0A0G2K744
Q9CX98	A0A0G2K173	Q7Z449
Q99LJ3	P02549
B4DLD4	Q80WS3
D3ZJ50	Q6LCG8	O35927
Q5M962	Q7TQI0
Q9Y4R7	Q641W7	A2APC3
Q4V8J2	Q9QZU9	O14933
O43143	D4A2Z8	D3YTV3
Q9UFN0	Q5M949	Q9CQE1
P11117	Q642D2	Q8CE08
Q14154	G3V8I7	Q9DCV6
Q8TBP5	Q5FVQ7	Q9D3L0
Q9R207	G3V766	O60934
F1LLW0	Q9CXT7	Q8IY95
Q68G58	Q9UBZ4	P43138
E9PYC0	D4ADX7
G3UWG2	Q9ULL1
Q8K4P2	Q8K4P1	Q8NG41
Q5M807	O35445	Q99942
F1LR10	Q8BGB5	Q9BT23
Q91Z79	Q8C8U0	Q13136
Q3KQU3	A0A0G2KB52	A0A1L1SVB6
Q9HCM7	D3ZWF2	Q8R089
P56983	Q9P0S9
Q3UHX2	Q62785	Q13442
P63028	P13693
Q80ZN9	Q6YFQ1	Q6YFQ2
Q15555	Q5XIT1	Q6PER3
Q4V895	P20334	Q07011
Q4QQT4	Q7TNP2	A8K3H8
F6R0A3	Q80YS9	Q8NE28
Q3U481	F1M4E3	Q6NUT3
Q9UQR1	A0A0G2K3M5	Q99LI5
P04180	Q8VEB4	O35849
Q5XI34	E9QPR5	Q8TF05
Q9NQC1	B2RRD7	D3ZJD2
O15091	B5DF07	Q8JZY4
F6QBA3	Q8CGN5	O60664
Q5F289	D3ZZ79	Q8N4L4
F1LPP6	D3YVF0	P24588
Q9BSG5	D3ZWD2	Q8QZY4
Q6PDS3	D3ZUM2	Q6SZW1
B5DF29	P40937	Q9WUK4
P31266	Q06330
Q9D967	D4A4U3	Q86V88
