Q8BRM8	Q9ULW5
Q8R550	Q925Q9	Q96B97
P29803	Q06437	P35487
P19012	Q6IFV3	B1AQ77
A0A1Y7VNL1	D4A9Y1	Q6WRX3
A2RUW1	Q9QZ06	Q9H0E2
D3ZDR5	Q3U3W5	Q6P2P2
Q9UJA3	D3ZVK1	Q9CWV1
D4A8Q2	Q0KK55	Q76NI1
P63037	P63036	P31689
Q8VE96	Q5RKH7	Q8N357
P25685	D3ZUU5	Q9QYJ3
Q80XP9	A0A0G2K2Y2	Q9UHY1
D4A4U1	Q9JLI3	P0DPD8
Q9JHN9	Q12918
P48444	Q66H80	Q5XJY5
P17209	Q2F834
Q61334	Q5XIU4	Q9UHQ4
D3ZPZ3	Q68G58	Q9UBZ4
O95639	Q8BQZ5	Q5FVR7
Q6TUD9	Q9D9M4	Q8IXQ8
Q96DP5	Q5I0C5	Q9D799
A0A096MKF8	A2AGH6	Q93074
Q5U2N1	Q8BG30	Q9H3P2
Q8K2H6	B5DEP3	Q9UM13
D3Z8F6	Q3U1T9	Q6P3S1
Q9UGI0	Q9ES54	Q7M760
Q02543	P62718	P62717
Q91XW9	Q9Y5F6
P22339	Q5U3Z2	O75293
Q8BPM6	B0B1T9	Q7Z5B4
P32745	P30936	P49660
Q8TEA1	B1WC69	Q7TS68
D4A114	Q923Z4	Q96RJ6
O15270	F1LSV4	P97363
D3ZEF7	Q9HBG7
A0A140T8R4	B0BNH1	Q9UJJ9
Q8N9U0	Q5M7U8	Q91XT6
Q96IY1	F1M3N2	E9QME3
P10589	A0A286YD96	G3V750
O75533	Q9ET34	G5E866
P34971	P18090	P08588
P08030	P36972	P07741
O08727	O08712	O00300
P17988	P52840	P0DMM9
Q9QZV4	A1L3X4
A0A0G2JSI4	E9QJS7	P48960
Q9H7X2	Q3ZCQ0	Q8BGN9
P24942	Q8C7W8
Q6AYN9	Q80ZU5	Q5TID7
Q920S3	D4A3T2	Q8WUU5
D3Z988	Q8BUM6	P0C2L3
M0R5T4	Q62159	P08134
Q9BX79	Q4QR83	E9Q9S7
D3ZWD2	Q8QZY4	Q9BSG5
Q96FA6	A0A140UHX3	K4DI67
F7FJQ3	Q9Z0J0	P61916
E9PUN6	D3ZMB0	Q9P2N4
P46734	O09110	Q4KSH7
A0A0G2K9A7	Q3U821	Q8IWA0
P70423	G3V6I8	Q8WY07
A0A0G2JSG6	Q9WTP6	P54819
E9Q9F5	D4A0F5	Q9BT17
Q9D805	O35920	O14815
D3ZMJ4	Q3UX43	Q8N6S4
P35561	P63252
P84089	B2RYQ5	P84090
O35486	P0C5E9	P22914
Q9NRZ5	Q924S1	Q8K4X7
P02831	O43365
F1M6Q3	P08122	P08572
Q86T65	F1M775	Q9Z207
Q8N4A0	D4A3A9	Q9D2N8
Q68FU8	Q8CH02	Q8IWZ8
D4A4Y4	Q3TX51	Q86X40
Q9H300	M0R589	Q5XJY4
Q5I0J9	Q9DCQ2	A6ND91
Q13772	B1H215	Q5U4H9
Q5XFV6	Q99N91	Q9BQ48
Q9JJZ5	A0A0G2KB47	Q8IUX8
F1M8A5	Q9CR41	Q13765
D3ZFU9	B1B1A8	Q3B765
P28271	G3V6S2	P21399
E9Q289	Q6DGF9	Q8NC06
F1LZI7	Q60841	P78509
B2RTJ2	D4ADH5	Q4G0X4
Q86WG5	B5DEJ9	E9PXF8
G3V6Y7	Q8VDY9	Q9H8G2
O75936	A0A0G2K5N7	Q924Y0
Q8CGY8	A6NLP5
P60905	P60904	Q9H3Z4
Q02975	Q9NZV7
Q6PGA2	G3V7K9	P55042
P22646	D4A5M2	P07766
Q86UP2	D4A4Z9	A0A087WPY8
G3V989	O08543	P52803
Q7Z3D6	D4A9W3	Q8BH86
P0C862	Q02788	F1LNH3
Q80YT9	D3ZQ24	P57052
Q62188	Q62952	Q14195
O88908	G3V7I6	O75908
P12391	Q8BMN3	Q05901
D3ZHA9	G3UW74	Q9Y2X0
Q8NEC5	A0A0G2K2F0	Q91ZR5
Q64237	G3V9S4	P09172
F8WI37	A0A0A0MY12	Q8NEZ4
D3ZMW3	E9PUB7	Q9BUK6
E9Q0B6	F1LXT8
B8K1X9	E9Q9A6	Q6UXL0
Q9CWU6	Q32Q54	Q9NVA1
Q9JK30	F1LSH3	Q9UBD5
Q5F2E8	F1M9G6	Q7L7X3
D3Z3K2	A0A0G2K7B0	Q9NPC3
A0A140TAA5	Q91VM3	Q9Y484
F1M090	Q8C4A5	Q9C0F0
Q9CQZ6	O43676
Q9JKC0	Q6IRF7
D4A8H6	Q9DA42
Q00653	Q63746	Q9WTK5
Q9UQQ2	D4ABY6	O09039
Q9NPJ8	A0A140TAD4	Q3UNA4
M0RDZ7	Q3TZ87	Q86YJ5
Q5XIG6	Q68FH4	Q01415
Q9NYQ8	F1LPM1	Q5F226
A2AHJ4	D3Z8C5	Q6RI45
Q99K28	Q3MID3	Q8N6H7
Q5RL79	B2RZC9	Q8N6L1
P50148	D4AE68	P21279
Q7Z7D3	Q501W4	Q7TSP5
G3V625	P97468	Q99788
P54071	P56574	P48735
P70207	D3ZWP6	O75051
Q13064	D3ZY41	Q60764
Q96K19	M0R436	Q8CBG9
D3ZJB8	Q9Z1K6	O95376
A0A0G2JTN5	A0A0R4J093	P30085
A0A0G2K0Q6	Q9WU62	Q9NQS7
Q56A04	D3ZC60	A4GXA9
Q71M36	F1M4R7	O95196
Q8TEE9	A0A0G2K3L6	H3BLC5
Q8BGY6	Q99NB2	Q9BYG0
P49354	Q5RKJ4	Q61239
Q92858	D3ZQL9	P48985
P98095	G3V6X1	P37889
Q8C828	C9JR72
D4A475	Q9CZB3	Q9BTF0
Q01129	P28654	Q06828
Q9CPY3	M0R5F5	Q96FF9
O55170	Q04888	P56693
Q62751	Q811J3	P48200
P04198	P03966	G3V6T6
Q9UNS2	Q68FW9	O88543
P01322	P01325
Q9H4L5	D3ZHZ3	Q9DBS9
Q16762	P24329	P52196
A0A0G2JZN2	Q8K1S4	Q6ZN44
Q9EPK8	Q9ERZ8	Q9HBA0
P57075	O08539	F1LMX1
Q9JHY1	O88792	Q9Y624
Q9UK80	A0A0R4J1F5
Q9Y5Y4	Q6XKD3	Q9Z2J6
Q08535	P11384	P09683
Q9Y5Z6	D3ZPD8	O54904
D4A174	Q8BMB3	O60573
Q2TL60	Q5MYW4	Q5HYK9
P46109	G3V845	P47941
Q99NB8	D4A3P1	Q9NRR5
Q96MV8	Q8BGJ0	Q2TGJ4
A0A1D5RMC2	D3ZLR3	P17027
D4A9X7	Q9JLZ6	Q96JB3
P80108	G3V8B1	Q8VCU2
Q3TYX3	D3ZII8	Q6GMV2
D3ZTN5	Q3UF64	Q96EX2
Q3SXP7	D3ZJY8	A0A087WSN1
Q543V3	G3V7V7	Q99616
Q9H6K5	D3ZUH5	E9PV26
D3ZA32	Q9EST1	Q96QA5
A1KQY6	Q64692	Q92187
P36877	P63151	Q6ZWR4
Q9DAM5	Q6IRH6
F1LR55	E9QLP0	Q68CL5
Q91X58	Q4KLG9	Q8WV99
Q96EN9	D3ZR26	Q9CYZ6
O95232	D3ZFB2	Q5SUF2
F1LMS1	A0A087WS83	Q15878
Q0VAW6	Q96B23
A2ARV4	A0A0G2K9W7	P98164
P50748	D3ZVJ3	Q8C3Y4
P00505	P00507	P05202
P14920	A0A0G2JUK6	A0A0G2JFX0
Q96BH1	D3ZQ26	Q9QZR0
F1LXF1	Q6PAJ1	P11274
A0A140TAH3	Q810D6	Q9BQ67
A0A0G2KAQ9	Q8C0V1
P55089	P55090	P81615
D3ZPG5	Q3UN04	Q70CQ3
Q6P158	A0A0G2JZH9
Q8C0S1	Q5U2P0	Q8TF46
Q7M6Y5	Q5U3Z6	Q05D60
Q9QYW5	O35912	P54852
O75935	D4A1B8	Q9Z0Y1
Q9UBV8	Q641Z8	Q8BFY6
Q86Z02	A0A0G2K333	O88904
P21107	Q63610
P05423	Q4FZS9	Q91WD1
Q9UI15	Q5XFX0	Q9R1Q8
Q3UM45	Q6FHF7
Q810B9	D4A062	O94933
D3ZUJ5	P97930	P23919
D3ZHC4	Q9WU63	Q9Y5Z4
Q6P7B6	P52795	P98172
M0R515	Q8JZU0	Q86X67
Q9D119	D3ZXG0	Q86WC6
A0A0G2JSY3	Q91YP2	Q9BYT8
Q9CWY3	D3ZSK5	Q8TBK2
P35917	G3V6B7	P35916
Q12931	P11499
Q0Z843	Q91WF7	Q92562
Q5SSG4	Q8NHY3
P02768	A0A0G2JSH5	P07724
E9PT66	Q921M3	Q15393
O75751	O88446	Q9WTW5
O14649	O54912	O35111
Q9D0E1	F1M3D3	P52272
Q8C129	A0A0G2JVE6	Q9UIQ6
Q3U481	F1M4E3	Q6NUT3
Q6IE55	Q99M20	O43240
Q15797	A0A0G2JSQ6	P70340
Q2KN98	Q2KN99	Q8IY33
Q8BIG4	B2RZ28	Q9NVF7
Q9WVL0	G3V8C4	O43708
Q0VF96	D4A3V5	D3Z3H4
Q02224	D3ZV60	Q6RT24
Q9WTK2	Q6AYK9	O00257
P11310	G3V796	P45952
D4AEM7	Q60519	Q9P283
F7EXV6	P58058	O95544
Q9Y5R6	Q925A6	Q9QZ59
F7F6T0	A0A0R4J237	Q6PIZ9
O95907	G3V7K8	O35308
O14787	A0A0R4J0E4	D3ZER6
Q6P502	P80318	P49368
Q15722	Q9R0Q2	O88855
Q5F293	D4A8X0	Q9P1Z0
Q93033	F1M3S1	A8E0Y8
Q9H4K7	A0A0G2K4Z6	A2AFK4
A0A0R4J138	P50430	P15848
Q13542	Q497A9	P70445
Q9NZC3	M0R5Q9	Q9JL56
A0A0G2KAE6	Q8BK03	Q7L4E1
Q68FR9	F6ZFU0	Q658K8
O35509	P46638	Q15907
E9PSY0	Q00993	Q15839
Q52LA3	D4A6T8	Q8CD94
E9PSR0	Q8K0E3	Q8WWX8
Q15434	A0A0G2JYJ7	Q8VC70
Q9Z1W4	Q9Z217	O95390
F8VQK4	A5X5Y0	P04757
E0CXK8	Q5XI34	P30154
Q6PPF3	Q9Y6N9	H3BLC4
P01355	P09240	P06307
Q9CQJ7	P97613	O95997
Q8NCP5	Q8R0A2	Q3SWU4
Q9CWH1	B1WBU4	Q96BR9
G3V7L7	Q15825
D4A8S5	Q9Z0H0	O00311
O08792	D3ZT68	Q9HAK2
O08795	B1WC34	P14314
B2RYT4	Q9CR88	O60783
G3V8Z3	Q56A08	Q92917
Q8C788	M0R9L3
Q14315	D3ZHA0	Q8VHX6
F1MAA5	P46061	P46060
Q9H0A8	A0A0G2K6N9	Q9CQ02
Q9BXL7	Q9Z0U1	F1M4A0
Q80TR1	F1M7T0
O70263	B6RHI6	Q8TBB1
O08961	Q6KAS7	Q96K83
B4F786	Q9CWK3	O95400
Q4V7B4	B0QZF7	Q8NCQ7
Q3UFC6	D3ZM39
Q9BYH8	D4A1S9	Q9EST8
D3Z8R0	Q92837
Q4QRB4	Q9ERD7	Q13509
Q02053	P22314
Q9WUH1	Q12893
P00158	P00159	P00156
B7ZMP1	G3V9W4	Q9NQH7
Q9UHH9	Q9R0U1	Q80V72
Q8CEG8	A6NNY8
O95751	D3ZTE6	Q7TPY9
B2RYH9	Q8CIA9	Q5SR56
Q9UJD0	G3V7H4	Q80U57
Q9Y343	Q5U2S5	Q9CRB0
M0RAI4	Q9CXJ1	Q5JPH6
P04441	P10247	P04233
Q61845	D4A0V5	Q5JSS6
Q92613	F1M6J5	Q6IE82
O00626	Q5I0L5	O88430
O00622	Q66HT5	P18406
Q99457	Q924R9	Q794H2
O75448	Q4V8B3	Q99K74
Q6WKZ8	D4A9U6	Q8IWV8
P11438	P14562	P11279
Q62245	D4A3T0	Q6FI13
A0A0G2K2T1	Q8VBT1	Q8N3L3
D3ZC87	O54791	Q9ULX9
P60033	O55158
Q9CPX5	Q9UL19
Q9BU40	F6WCT1	D3ZGP6
B1H271	Q8R0Y8	Q86VD7
Q6PCB5	D3ZZH7	D3Z0K6
P55157	D4A1W8	O08601
Q9H3V2	D3ZJ02	Q810P8
Q9CWF2	Q3KRE8	Q9BVA1
A0A0G2K6J6	Q7TMY7	O15397
Q9NQE9	F1M9G8	Q9CPS6
Q8R3L8	G3V6J5	P49336
Q6IG05	Q8BGZ7	O95678
Q00536	Q68G39	Q04735
D3ZUD9	Q8K174	Q9H2L4
Q8IXU6	A0A0G2JTZ7	Q7TML3
P55144	F1M7U7
Q78PB6	Q9ERR1	Q9GZM8
Q8BZ64	D4A3L5	Q2MV58
D3ZCR5	Q8BN59	Q9BRS8
Q9UG22	Q99MI6
Q14684	D3ZY39	Q91YK2
Q9Y3C5	A0A0G2JZP9	Q9QYK7
P05556	A0A0G2JSK5	P09055
D3ZMM8	Q8BGK6	Q92536
Q9H0Y0	D4A9K6	A0A0R4J029
Q07409	Q62682	Q6WRI0
Q3U0K8	D4ACB4	Q8N543
Q86SJ6	Q6W3B0	Q7TSF1
Q9QUK9	Q15661
Q9H936	Q9D6M3	Q05962
Q9NS68	Q1KMU0	Q9JLL3
Q8R146	G3V9E4	P13798
Q9CW79	D4A6K4	Q92805
E9Q2H1	H9KVE3	O95071
Q8WY54	Q80Z30	Q80TL0
Q9HBI1	D3ZKG5	Q9ES46
Q8BGR2	A0A0H2UHA3	Q7L1W4
Q9H175	D4A1W4	Q8BGQ2
P20273	D3ZD88
Q9D1E8	G3V965	Q9NUQ2
Q01850	Q4V7B9	P97817
Q8NBH2	D3Z953	F8VQF8
P35803	A0A0G2JZB8	Q13491
P97350	D3ZY51	Q13835
O94850	A0A0G2JU85	Q80TS7
Q8N3C0	A0A0A0MY43	E9PZJ8
A9UMW0	Q9EPV8	Q9BZL1
B4DWP8	G3V9H0	E9PYG6
Q5I0K1	Q9D826	Q9P0Z9
Q9D9J2	A0A0G2K1D1	O43247
D4AEP0	P46664	P30520
E9QNN3	P49805	O94810
M0R9R3	Q01338	P08913
B4F7D4	P41158	P28324
Q149C2	Q5XIN3	Q8TDR0
A2RU54	D4A578	P43687
Q6ZRV2	D3ZRK0	Q148V8
D3ZNW6	Q8C7B8
Q9HC77	D4A194	Q569L8
Q9Y2T7	D4A3P0	B2RUF0
D3ZFT1	G3UWX1	P35251
D3ZV75	Q9DC37	Q9H3U5
A1L167	D3ZXV0	E9QMD2
Q9ESW8	Q76IC5	Q9NXJ5
Q8BVN4	Q4G078	Q7Z6M4
Q5M827	Q9D711	O00625
Q07014	P07948	P25911
D3Z689	F1M9K2	Q6ZMM2
O14796	D4A9E3	O35324
Q7TQ82	G5E8U5	P82664
Q6NZK5	F1LT68	Q86T90
A0A0G2KAH6	Q9Z0G2	Q9UPE1
Q9BSE4	Q66HH4	Q9JJC9
P43652	G3V9R9	O89020
P11688	A0A0G2K1E2	P08648
Q86WK7	Q80ZD7
Q6IMY1	A0A0R4J1L9	Q9ULD2
Q14687	F1M4A7	Q3U3C9
Q13203	F1LQV6	P70402
E0CXZ2	M0R793	Q9NPB3
Q9H1M0	A0A0G2KB27	A2AG10
Q14147	A0A0G2K1F5	D3YTV3
Q9QXY9	Q9JJK4	P56589
Q5FVF3	Q8R0H9	Q9UJY5
D3ZCP9	Q9D902	P29084
B1WC52	Q8VIG6	Q9BWF2
M0R7M4	G3UW63	Q09MP3
E9QNP6	G3V6F3	Q13351
Q9H814	Q63068	Q9JJT9
Q86WI3	M0R4M1	C3VPR6
Q64LD2	B2RYB0	E9Q349
P37837	Q9EQS0	Q93092
Q6UVY6	G3V9S5	Q9CXI3
Q6QIY3	Q62968
D3Z3A3	Q6IE50	Q9H4F8
Q6AYG8	Q9D9Q6	Q96L12
Q8BYW1	D3ZGL1	P42331
A2A884	D3ZRB5	Q5T1R4
Q8VC30	Q4KLZ6	Q3LXA3
Q3V1L4	D3ZMY7	P49902
Q8BTF7	D4A0U6	P49917
P35568	F1MAL5	P35569
Q6UXH0	D3ZMI0	Q8R1L8
A0A0H2UHQ7	Q6P8G8	Q9BRQ5
Q6AYS3	P16675	P10619
O54984	G3V9T7	O43681
Q923B3	Q4V8E9	Q96GC6
P61586	P61589	Q9QUI0
Q96LT9	Q4G055	Q3UZ01
Q5HY92	D3ZYS4	Q9ERZ6
Q9HCH0	D3Z9A7	Q6GQX2
Q8TEW0	Q9Z340	Q99NH2
O70302	D4ACH9	O60543
M0R6Q6	Q9Z324	O94777
P22462	Q14B80	Q96PR1
Q9DAU7	Q8CHN3	Q14508
A0AV02	F1M7M6	Q8VI23
Q6PGP7	D3ZL50	F8VPK0
A0A0G2K612	Q8BKX3	Q7Z6Z7
O94966	M0RDN9	Q3UJD6
Q80WT0	A0A0A0MY08	Q96JJ6
P10914	Q6DGG4	P15314
Q96PB7	P63057	P63056
A6H5Y3	G3V8A4	Q99707
Q53QW1	Q5U2Y8	Q9DA60
P97447	Q9WUH4	Q13642
P27661	D3ZXP3	P16104
Q8BHN1	A0A0G2QC39	Q9NUQ3
Q91WJ8	A0A140TAJ3	Q96AE4
A2RRC9	A0A1W2P6G0	D3ZCS4
D3ZVH0	Q8K4T3	Q9C0K7
B4F778	Q99J62	P35249
Q8C7Q4	B2R7W4
A0A0G2KAX2	A0A0G2JDC3	Q8WVR3
Q8R033	B2GV91	Q9NU23
Q8N0V5	Q6T5D9	P97402
F1LVA5	Q5RI75	Q8IZ41
D4A4J0	G3X956	Q9Y5B9
Q6GTI0	M0R986	Q9BVH7
P61216	B2RYQ7	Q15543
Q8N9M5	F1M0L2	Q3UPR7
Q92563	A0A0G2K946	Q9ER58
P56270	A0A0G2KAJ3	A0A0U1RNL9
Q8CAQ8	A0A0G2JVH4	Q16891
O43290	Q5XIW8	Q9Z315
Q568Z0	Q8K1H7	Q8N4U5
D4A6T2	Q14AI6	Q6P087
Q91XL3	Q5PQX0	Q8NBZ7
Q8TDB4	D4A4W7	Q8VI64
P02774	Q68FY4	P21614
Q3ZAU7	Q3U3S3	Q8N0S6
P34058	Q3UIF3	P07900
Q9BYN8	Q9EPJ3	Q80ZS3
Q9H825	D3ZFN6	A2AUU0
P40763	P52631
A0A0H2UHI6	Q91WK7	Q6NXT1
A2ARD6	P70712	Q16719
P51880	P55051	O15540
P35435	Q91VR2	P36542
F1LRY8	Q61200	P58417
A0A0G2K7B6	Q9ESD7	O75923
P14410	F1M792	F8VQM5
P24622	P24623	P02489
Q8BQN6	F1MAP1	Q15072
Q9D1Z3	D3ZLY0	Q6P4H8
Q9D4B1	A0A0G2JSK7	Q8NHU3
A0A096MJ32	Q7TQI8	Q9H2G4
P13852	Q9QUG3	P04156
A0A0G2JWJ2	Q99MW1	Q9BXU1
P83369	B0BNI4	Q8BUV6
Q8WYB9	D4A772	Q9D2N4
Q9EPV5	O88879	O14727
Q9NXC5	D3Z9C0	Q8VE19
P63324	P63323
Q8BFR1	D3ZIC9	Q96H79
Q01538	D3ZYT5	Q8CFC2
D4ABV0	Q3V460
G3X9G6	P01230	A6NKQ9
A1A5L1	Q8R016	Q13867
Q08AD1	D4AEC2	Q8C1B1
F8VPT3	A9CMC8	P09848
P56376	D4A6X4	P07311
Q8K2G4	Q66H90	Q8IWZ6
P78318	O08836	Q61249
D3ZS79	Q9D2Q2	Q8IYL2
D3ZXH8	Q9CPX9	Q9NYG5
Q9Z104	D4A586	P23497
B2GVC0	Q9JK95	Q96FX8
D3ZDP9	G5E8B9	O95625
P53995	F1M801	Q9H1A4
P61956	P63166	Q5I0H3
Q02747	P28902	P33680
Q8K4Z2	Q8K3V5	Q8NAU1
P0CW19	P36202	Q9QXN0
D4AD36	Q6PFY1	Q86WN1
Q9QX82	Q9R0L9	Q04900
P97793	F1LRZ0	Q9UM73
A2AJW4	D3ZZ26	O95685
Q63555	P59759	Q9BTB7
Q96PH1	Q924V1	Q9JHI8
A4D1P6	B2RYI0	Q7TMQ7
A0A0G2JST3	P04259	Q922U2
Q5JTD0	A0A0G2K0W5	Q9DCD5
Q0JRZ9	D3ZYR1	Q3UQN2
P28653	P47853	P21810
Q16760	F1M5T2	E9PUQ8
Q4KM49	A0A0S2Z4P3
P68373	Q6PEY2
Q495A1	D3ZTQ2	A0A0B4J1G6
A0A0G2K3B1	P26361	P13569
Q3SXK0	D4A0E6	O00526
Q8R2G4	Q6AYJ9	Q13508
Q8IWT6	Q4V8I7	Q66JT1
O35098	Q14117
A0A1L1SVA9	A0A0G2JWR1	Q7Z4G4
O75508	Q6IRG7	Q60771
P17936	A0A0G2K4Q9	P47878
P61023	P61022	Q99653
Q9Y5K2	Q6IE12	Q9Z0M1
Q922Q2	G3V7T0	Q9BRS2
D3ZUT9	Q7TPD0	Q68E01
Q86TM3	Q568Z8	Q501J6
B2RYM9	Q8VCX2	Q9NQQ7
Q9BXU7	D4A5S1	Q99MX1
M0RDK4	Q3UHE1	Q9BZ71
F1M278	E9QAH2	Q86T29
Q6MG22	Q3TNW5	Q3MIW9
Q86SS6	P46097
Q6ZPI0	D3ZM64	Q6IE81
F1LRT0	F8VQ06	Q6UWL2
A0A0G2JYQ6	Q8BQV2	P28329
P23204	P37230	Q07869
Q9EQW8	D3ZD27	Q9Y662
P0C5I0	Q8CC36	Q49AH0
P63280	P63281	P63279
Q9ES69	A0A140TAF4	Q9H106
Q8TAE7	F1LQV8	P59053
Q99KR3	Q561R9	Q53H82
Q9ES63	D4AEI6	Q9HBJ7
Q9JMH7	Q99PW5	Q9UQ49
Q8VHP8	Q8WXH6
G3V7U0	P50462	P50461
Q13155	Q32PX2	Q8R010
P16444	P31430	P31428
Q700K0	Q12836	O08523
P04229	Q6AYB1	P14438
Q64680	G3UZ38	Q9HBI6
Q9H061	Q5HZA9	Q9D8Y1
Q9CQQ8	P62304	D4A8M5
Q5FWU3	Q3ZAQ4	Q7Z3C6
Q16878	P21816	P60334
Q8IXS8	Q4V7D4	Q8C729
Q8R4L0	D3ZMV1	Q9H6Q3
Q2MHE5	F1M038	Q6PKX4
O35261	D4ADR2	O00716
Q9CT10	M0RD63	Q9H6Z4
Q496Y0	A0A0G2K884	Q9D4H7
B0I1T2	A0A0G2K6E3	Q8CG29
Q8CDM1	D3ZJD2	Q6PL18
Q13185	Q9DCC5	Q5RJK5
Q96SL8	D3ZP93	Q9WTJ4
M0R4S4	P20239	Q05996
Q3TV65	B0BMT2	Q8N594
A0A0G2K0J9	P63080	P28472
Q6P2H3	A0A0G2JUV7	P53564
Q53S33	D3ZT98	Q8CEI1
Q8N3U4	A0A0G2K4D9	O35638
Q5T6F0	M0RC41	Q8BGZ3
Q8NFT8	A0A1W2Q656	Q8JZM4
O43374	Q9R0N9	Q925C0
D3ZJB2	Q91WR6	Q9NU53
Q9NUV9	Q0R3X4
Q9Z1M0	Q64663	Q99572
Q96JY0	D3ZG86	Q8BVN9
Q921X6	D3ZQ56	Q9H1D9
Q00612	P05370	P11413
D3ZIE3	Q6P9R1	Q8N8A6
P24752	P17764	Q8QZT1
Q8VDC1	D3Z9D2	Q9BQS8
Q5M865	Q99L02	Q9BTK6
Q4KLJ3	Q99LH1	Q13823
A0A0B4J1F9	A0A0G2K862	Q07283
Q8CB62	B2BKY8	Q8N137
Q8CEI3	Q498D0	Q8IWP9
P29692	Q9WUN0	A0A0R4J1E2
Q8C0L6	Q6QHF9
O14669	A0A0G2K045	Q8R182
P18528	P01700
D4A4A8	A2AM57	Q8WXK1
P28647	P30987	P21731
A8MW92	Q8CCJ9
G3V779	P57016	O00515
O15444	O35903
Q3MKQ2	Q9HBH7
Q9BQA1	Q498S5	Q99J09
Q8N114	Q5XIH2	Q9D7I0
P09972	P09117	P05063
Q96EK6	B1H249	Q9JK38
D3ZU54	Q9CQJ6	O43583
F1M293	Q60819	Q13261
Q9NZG7	Q9JHE8	Q9JL89
Q8TEM1	P11654	Q9QY81
Q9JK71	Q80VW5	O75970
B1AQD4	A0A0G2JTT4	Q6NXT3
P16389	P63142	P63141
Q9Z1I0	Q61120	Q6S5L8
Q96PE2	A0A0G2JXT9	Q80U35
Q9D9T6	D4A784	Q8NHX4
Q5BJD5	Q5FVN2	Q8K1A5
Q6PHQ9	Q15717	B5DF91
B2RWH3	A4FTV9
Q80ZG5	Q8BHJ9	O95391
Q9HA65	B1H264	Q8BYH7
D3ZWE7	Q9D5T7	Q86X24
Q5XI69	Q6PE54	Q8IX18
Q4J6C6	Q5HZA6	Q8C167
P16297	A0A0G2KA53	P14784
O60291	Q5XIQ4	Q9D074
Q8CB67	F1M753	Q86VZ4
O95169	B2RYS8	Q9D6J5
Q9NZI8	Q8CGX0	O88477
Q96EU7	Q499P3	Q9JMG2
P30626	B0BNJ1
Q8K1L2	Q56A73
Q99J25	D3ZK81	Q6IN84
P52875	Q4V899	Q9HC07
Q00915	P02696	P09455
F1M7V4	Q9QYX7	Q9Y6V0
Q9DBM1	F1LU70	Q9BRR8
Q80YP6	A6NFS0
Q96JH7	Q8CF97	A0A0R4J0M9
P63015	P63016	Q6RFH8
Q6PIY5	D4A9P2	E9Q963
Q8C7R5	P46939
Q5TAQ9	G3V6K4	Q9DC22
Q99M51	G3V7X3	P16333
Q5BK48	Q99LG4	Q8N0Z6
Q9Y2Q0	P70704
F1LS29	A0A0R4IZW8	P04632
Q8N6T7	Q4FZY2	P59941
P62917	Q9Z237	P62919
F1M7G0	Q13563	Q9WVC5
Q91WN4	O88867	O15229
Q5W0B1	F1M9C4	Q8K2Y0
Q80UP3	O08560	Q13574
F1LYB3	F6S419	Q8N3T6
Q96AN5	D3ZSD8	A0A1B0GT63
Q9Y6I9	Q5XIF0	E9Q137
D3ZWJ1	Q9D113	Q5SXM8
F7F557	P58137	O14734
Q14112	W4VSR4	Q3U5J2
Q8BGG0	P0CE46	Q8IWU4
Q96G21	Q5PQR5	Q8VHZ7
P51681	P51682	M0R9H7
O95684	Q4V7C1	Q66JX5
Q3ULU4	Q8NFP7
Q7TMY4	A0A0G2JWV8	Q6I9Y2
Q8CBX9	D4A204	Q86UB2
Q5BJU5	O35089
Q9Z1Q9	P26640
P46108	Q63768	Q9QY53
Q8R2M0	Q5XIC7	Q96MN5
D3ZIM6	Q6P5S7
P16332	D3ZKG1	P22033
P36407	P61208	P56559
O60812	Q9Z204	E9PTI6
Q00788	Q62463	P37288
D3ZWB1	Q8VC85	O15116
P08319	Q5XI95	P00329
Q15323	Q6IFU8	Q9QWL7
P27048	P14678
Q91WE9	M0R7X9	Q7Z5A7
Q8BG15	F1M9C7	Q05D32
Q9NS39	A0A0G2K6N0	Q9JI20
Q9CY55	Q9WVL9	Q16617
O75339	D3ZGB8	D6RD06
P86547	P04640	P02818
Q9CZ62	O43822	Q5RKG5
Q924W5	D4AB26	Q96SB8
P04275	Q3TD35
Q91VR8	D3ZUP5	Q8WUW1
Q8TF27	Q5FVC7	Q6ZQK5
Q9QWR8	Q66H12	P17050
Q86XK2	Q8C2S5	Q7TSL3
Q8VC60	B1WBS6	Q6UWU2
F1LRK0	E9Q9A3	O60641
A0A0R4J0H3	G3V8Q4	P10745
G5E8V9	Q9JHU5	P53367
Q8TDM5	D3ZT54	Q80ZQ0
F1LUS8	Q8BLE2	P10911
P82348	Q5XID6	Q13326
M0RC14	Q8K2I2	Q8TD31
P06800	Q03348
A1A5P1	Q8K1B9	Q6P9A2
Q9EQQ2	Q5XID0	Q969M3
Q5VST9	A0A0G2K8N1	H7BX05
Q76GR4	Q566D8	V9GWZ4
A0A0G2JT12	Q8BL43	A6NK89
Q9BW71	E9PSX7	Q8BLH7
Q3TQN1	Q5RJS8	O60704
Q6P1L5	F1M8D5	Q3U3E2
Q3B7J2	B1WBV3	Q9CYH5
Q91V64	Q96CN7
P97590	Q61357	P09382
Q8NHQ1	Q5PQQ9	Q6IQY5
Q9UBC9	D3ZHQ6	O09116
A2AI76	D3ZY10	Q8N239
D3ZNQ6	P61082	P61081
O75506	Q8K3X8	Q9CQZ1
A0A0G2JU58	Q8CDU6	Q5U5R9
